username,rating,date,review,clean,Token,Stopwords,Stemming,Label
Villma,4,9/3/2023 14:21,"Apk nya bagus dan untuk pengguna baru juga nyaman,kalau gak masuk mode premium juga, masih bisa dengar musik kesukaan, gak bisa lanjutin musik yang udah di kasih love juga, gapapa masalahnya iklan nya sedikit menganggu jadi silahkan untuk, pihak spotify untuk memendekkan iklan nya. sekian terimakasih 🙏",apk nya bagus dan untuk pengguna baru juga nyamankalau gak masuk mode premium juga masih bisa dengar musik kesukaan gak bisa lanjutin musik yang udah di kasih love juga gapapa masalahnya iklan nya sedikit menganggu jadi silahkan untuk pihak spotify untuk memendekkan iklan nya sekian terimakasih  ,"['apk', 'nya', 'bagus', 'dan', 'untuk', 'pengguna', 'baru', 'juga', 'nyamankalau', 'gak', 'masuk', 'mode', 'premium', 'juga', 'masih', 'bisa', 'dengar', 'musik', 'kesukaan', 'gak', 'bisa', 'lanjutin', 'musik', 'yang', 'udah', 'di', 'kasih', 'love', 'juga', 'gapapa', 'masalahnya', 'iklan', 'nya', 'sedikit', 'menganggu', 'jadi', 'silahkan', 'untuk', 'pihak', 'spotify', 'untuk', 'memendekkan', 'iklan', 'nya', 'sekian', 'terimakasih']","['apk', 'bagus', 'pengguna', 'nyamankalau', 'gak', 'masuk', 'mode', 'premium', 'dengar', 'musik', 'kesukaan', 'gak', 'lanjutin', 'musik', 'udah', 'kasih', 'love', 'gapapa', 'iklan', 'menganggu', 'silahkan', 'spotify', 'memendekkan', 'iklan', 'sekian', 'terimakasih']","['apk', 'bagus', 'guna', 'nyamankalau', 'gak', 'masuk', 'mode', 'premium', 'dengar', 'musik', 'suka', 'gak', 'lanjutin', 'musik', 'udah', 'kasih', 'love', 'gapapa', 'iklan', 'menganggu', 'silah', 'spotify', 'pendek', 'iklan', 'sekian', 'terimakasih']",Positive
Aufa Gunawan,2,9/29/2023 8:54,"tolong diperbaiki untuk sistem keamanannya, akun saya sudah terhack sebanyak 2 kali dalam 1 bulan, pertama sudah sampai mengganti email dan password, yang kedua baru mengganti password, tolong tambahkan fitur double authentication supaya akun lebih aman",tolong diperbaiki untuk sistem keamanannya akun saya sudah terhack sebanyak   kali dalam   bulan pertama sudah sampai mengganti email dan password yang kedua baru mengganti password tolong tambahkan fitur double authentication supaya akun lebih aman,"['tolong', 'diperbaiki', 'untuk', 'sistem', 'keamanannya', 'akun', 'saya', 'sudah', 'terhack', 'sebanyak', 'kali', 'dalam', 'bulan', 'pertama', 'sudah', 'sampai', 'mengganti', 'email', 'dan', 'password', 'yang', 'kedua', 'baru', 'mengganti', 'password', 'tolong', 'tambahkan', 'fitur', 'double', 'authentication', 'supaya', 'akun', 'lebih', 'aman']","['tolong', 'diperbaiki', 'sistem', 'keamanannya', 'akun', 'terhack', 'kali', 'mengganti', 'email', 'password', 'mengganti', 'password', 'tolong', 'tambahkan', 'fitur', 'double', 'authentication', 'akun', 'aman']","['tolong', 'baik', 'sistem', 'aman', 'akun', 'terhack', 'kali', 'ganti', 'email', 'password', 'ganti', 'password', 'tolong', 'tambah', 'fitur', 'double', 'authentication', 'akun', 'aman']",Negative
Raul Inzaghi,3,9/29/2023 6:57,"Aku suka lagu, aku juga suka sama aplikasinya dan aku juga tidak terlalu terganggu dengan iklannya, tapi... Kenapa lirik pada sebagian lagu nya menghilang? This side of paredisie contohnya, lirik nya menghilang, padahal dulu lirik nya ada, sekarang ga ada makanya aku kasi bintang 3 untuk saat ini, tolong di perbaiki '(",aku suka lagu aku juga suka sama aplikasinya dan aku juga tidak terlalu terganggu dengan iklannya tapi kenapa lirik pada sebagian lagu nya menghilang this side of paredisie contohnya lirik nya menghilang padahal dulu lirik nya ada sekarang ga ada makanya aku kasi bintang   untuk saat ini tolong di perbaiki ,"['aku', 'suka', 'lagu', 'aku', 'juga', 'suka', 'sama', 'aplikasinya', 'dan', 'aku', 'juga', 'tidak', 'terlalu', 'terganggu', 'dengan', 'iklannya', 'tapi', 'kenapa', 'lirik', 'pada', 'sebagian', 'lagu', 'nya', 'menghilang', 'this', 'side', 'of', 'paredisie', 'contohnya', 'lirik', 'nya', 'menghilang', 'padahal', 'dulu', 'lirik', 'nya', 'ada', 'sekarang', 'ga', 'ada', 'makanya', 'aku', 'kasi', 'bintang', 'untuk', 'saat', 'ini', 'tolong', 'di', 'perbaiki']","['suka', 'lagu', 'suka', 'aplikasinya', 'terganggu', 'iklannya', 'lirik', 'lagu', 'menghilang', 'this', 'side', 'of', 'paredisie', 'contohnya', 'lirik', 'menghilang', 'lirik', 'ga', 'kasi', 'bintang', 'tolong', 'perbaiki']","['suka', 'lagu', 'suka', 'aplikasi', 'ganggu', 'iklan', 'lirik', 'lagu', 'hilang', 'this', 'side', 'of', 'paredisie', 'contoh', 'lirik', 'hilang', 'lirik', 'ga', 'kasi', 'bintang', 'tolong', 'baik']",Negative
ria raisa,3,9/29/2023 19:26,"Saya sangat meminta tolong kepada developer dari aplikasi spotify kalau iklan dari spotify ini sangat mengganggu dalam pemutaran musik saya,sudah lebih dari 3-4 iklan telah muncul saat saya menggunakan aplikasi ini,tolong dikurangkan",saya sangat meminta tolong kepada developer dari aplikasi spotify kalau iklan dari spotify ini sangat mengganggu dalam pemutaran musik sayasudah lebih dari    iklan telah muncul saat saya menggunakan aplikasi initolong dikurangkan,"['saya', 'sangat', 'meminta', 'tolong', 'kepada', 'developer', 'dari', 'aplikasi', 'spotify', 'kalau', 'iklan', 'dari', 'spotify', 'ini', 'sangat', 'mengganggu', 'dalam', 'pemutaran', 'musik', 'sayasudah', 'lebih', 'dari', 'iklan', 'telah', 'muncul', 'saat', 'saya', 'menggunakan', 'aplikasi', 'initolong', 'dikurangkan']","['tolong', 'developer', 'aplikasi', 'spotify', 'iklan', 'spotify', 'mengganggu', 'pemutaran', 'musik', 'sayasudah', 'iklan', 'muncul', 'aplikasi', 'initolong', 'dikurangkan']","['tolong', 'developer', 'aplikasi', 'spotify', 'iklan', 'spotify', 'ganggu', 'putar', 'musik', 'sayasudah', 'iklan', 'muncul', 'aplikasi', 'initolong', 'kurang']",Negative
dinn,3,9/29/2023 17:46,"tolong ini kenapa lirik di beberapa lagu tidak bisa dimuat? padahal jaringan saya lagi bagus banget. Dan iklannya lumayan ganggu ya, saya baru puterin 2 lagu udah iklan, kadang iklannya bisa 2 sekaligus beberapa kali. Tolong segera diperbaiki ya, terimakasih🙏",tolong ini kenapa lirik di beberapa lagu tidak bisa dimuat padahal jaringan saya lagi bagus banget dan iklannya lumayan ganggu ya saya baru puterin   lagu udah iklan kadang iklannya bisa   sekaligus beberapa kali tolong segera diperbaiki ya terimakasih ,"['tolong', 'ini', 'kenapa', 'lirik', 'di', 'beberapa', 'lagu', 'tidak', 'bisa', 'dimuat', 'padahal', 'jaringan', 'saya', 'lagi', 'bagus', 'banget', 'dan', 'iklannya', 'lumayan', 'ganggu', 'ya', 'saya', 'baru', 'puterin', 'lagu', 'udah', 'iklan', 'kadang', 'iklannya', 'bisa', 'sekaligus', 'beberapa', 'kali', 'tolong', 'segera', 'diperbaiki', 'ya', 'terimakasih']","['tolong', 'lirik', 'lagu', 'dimuat', 'jaringan', 'bagus', 'banget', 'iklannya', 'lumayan', 'ganggu', 'puterin', 'lagu', 'udah', 'iklan', 'kadang', 'iklannya', 'kali', 'tolong', 'diperbaiki', 'terimakasih']","['tolong', 'lirik', 'lagu', 'muat', 'jaring', 'bagus', 'banget', 'iklan', 'lumayan', 'ganggu', 'puterin', 'lagu', 'udah', 'iklan', 'kadang', 'iklan', 'kali', 'tolong', 'baik', 'terimakasih']",Negative
Alwi Alwi,3,9/29/2023 15:25,"Bagus banget akhirnya bisa main sambil denger musik dan podcast.... Btw kok sekarang gak bisa di skip ya ini menganggu banget loh ama tombol skip kiri gak bisa, tolong dong di perbaiki padahal udah bagus",bagus banget akhirnya bisa main sambil denger musik dan podcast btw kok sekarang gak bisa di skip ya ini menganggu banget loh ama tombol skip kiri gak bisa tolong dong di perbaiki padahal udah bagus,"['bagus', 'banget', 'akhirnya', 'bisa', 'main', 'sambil', 'denger', 'musik', 'dan', 'podcast', 'btw', 'kok', 'sekarang', 'gak', 'bisa', 'di', 'skip', 'ya', 'ini', 'menganggu', 'banget', 'loh', 'ama', 'tombol', 'skip', 'kiri', 'gak', 'bisa', 'tolong', 'dong', 'di', 'perbaiki', 'padahal', 'udah', 'bagus']","['bagus', 'banget', 'main', 'denger', 'musik', 'podcast', 'gak', 'skip', 'menganggu', 'banget', 'loh', 'ama', 'tombol', 'skip', 'kiri', 'gak', 'tolong', 'perbaiki', 'udah', 'bagus']","['bagus', 'banget', 'main', 'denger', 'musik', 'podcast', 'gak', 'skip', 'menganggu', 'banget', 'loh', 'ama', 'tombol', 'skip', 'kiri', 'gak', 'tolong', 'baik', 'udah', 'bagus']",Negative
LinzzKawaii,2,9/29/2023 12:08,"kenapa ya di beberapa lagu tuh pasti lirik nya ga bisa di muat? padhal jaringan bagus² aja loh terus juga iklan nya bisa di kurangi ga? karna itu sangat menganggu saat sedang mendengarkan lagu,tolong di perbaiki ya pihak spotify tysm",kenapa ya di beberapa lagu tuh pasti lirik nya ga bisa di muat padhal jaringan bagus  aja loh terus juga iklan nya bisa di kurangi ga karna itu sangat menganggu saat sedang mendengarkan lagutolong di perbaiki ya pihak spotify tysm,"['kenapa', 'ya', 'di', 'beberapa', 'lagu', 'tuh', 'pasti', 'lirik', 'nya', 'ga', 'bisa', 'di', 'muat', 'padhal', 'jaringan', 'bagus', 'aja', 'loh', 'terus', 'juga', 'iklan', 'nya', 'bisa', 'di', 'kurangi', 'ga', 'karna', 'itu', 'sangat', 'menganggu', 'saat', 'sedang', 'mendengarkan', 'lagutolong', 'di', 'perbaiki', 'ya', 'pihak', 'spotify', 'tysm']","['lagu', 'tuh', 'lirik', 'ga', 'muat', 'padhal', 'jaringan', 'bagus', 'aja', 'loh', 'iklan', 'kurangi', 'ga', 'karna', 'menganggu', 'mendengarkan', 'lagutolong', 'perbaiki', 'spotify', 'tysm']","['lagu', 'tuh', 'lirik', 'ga', 'muat', 'padhal', 'jaring', 'bagus', 'aja', 'loh', 'iklan', 'kurang', 'ga', 'karna', 'menganggu', 'dengar', 'lagutolong', 'baik', 'spotify', 'tysm']",Negative
Difa Pramifta,2,9/28/2023 12:04,"sebenernya bagus banget buat dengerin musik, tapi tolong bgt iklan nya di kurangin. trs juga lirik nya ada yg ngga ada padahal sinyal juga udah bagus, sekarang juga gabisa dengerin sepuas nya lagi.",sebenernya bagus banget buat dengerin musik tapi tolong bgt iklan nya di kurangin trs juga lirik nya ada yg ngga ada padahal sinyal juga udah bagus sekarang juga gabisa dengerin sepuas nya lagi,"['sebenernya', 'bagus', 'banget', 'buat', 'dengerin', 'musik', 'tapi', 'tolong', 'bgt', 'iklan', 'nya', 'di', 'kurangin', 'trs', 'juga', 'lirik', 'nya', 'ada', 'yg', 'ngga', 'ada', 'padahal', 'sinyal', 'juga', 'udah', 'bagus', 'sekarang', 'juga', 'gabisa', 'dengerin', 'sepuas', 'nya', 'lagi']","['sebenernya', 'bagus', 'banget', 'dengerin', 'musik', 'tolong', 'bgt', 'iklan', 'kurangin', 'trs', 'lirik', 'ngga', 'sinyal', 'udah', 'bagus', 'gabisa', 'dengerin', 'sepuas']","['sebenernya', 'bagus', 'banget', 'dengerin', 'musik', 'tolong', 'bgt', 'iklan', 'rangin', 'trs', 'lirik', 'ngga', 'sinyal', 'udah', 'bagus', 'gabisa', 'dengerin', 'puas']",Negative
caecaria zahraningtyas,3,9/27/2023 22:39,"lirik pada lagu-lagu yang sebelumnya memang ada liriknya sekarang tidak muncul. sudah refresh dan restart handphone, network juga stabil, tapi tetap tidak ada. biasanya muncul notice ""kami tidak dapat memunculkan lirik lagu ini"".",lirik pada lagulagu yang sebelumnya memang ada liriknya sekarang tidak muncul sudah refresh dan restart handphone network juga stabil tapi tetap tidak ada biasanya muncul notice kami tidak dapat memunculkan lirik lagu ini,"['lirik', 'pada', 'lagulagu', 'yang', 'sebelumnya', 'memang', 'ada', 'liriknya', 'sekarang', 'tidak', 'muncul', 'sudah', 'refresh', 'dan', 'restart', 'handphone', 'network', 'juga', 'stabil', 'tapi', 'tetap', 'tidak', 'ada', 'biasanya', 'muncul', 'notice', 'kami', 'tidak', 'dapat', 'memunculkan', 'lirik', 'lagu', 'ini']","['lirik', 'lagulagu', 'liriknya', 'muncul', 'refresh', 'restart', 'handphone', 'network', 'stabil', 'muncul', 'notice', 'memunculkan', 'lirik', 'lagu']","['lirik', 'lagulagu', 'lirik', 'muncul', 'refresh', 'restart', 'handphone', 'network', 'stabil', 'muncul', 'notice', 'muncul', 'lirik', 'lagu']",Negative
Sonya tetriana,3,9/27/2023 19:49,"Knp yah, setiap saya ingin mendengar lagu barat kebanyakan tidak ada liriknya, padahal sudah saya update, tetap sama aja, gada liriknya itu knp yah, mohon di perbaiki, jdi agak susah kalo gada lirik, lagian apk lagu mana yg gada liriknya, pasti setiap apk lagu ada lirik lagunya, jdi mohon di perbaiki",knp yah setiap saya ingin mendengar lagu barat kebanyakan tidak ada liriknya padahal sudah saya update tetap sama aja gada liriknya itu knp yah mohon di perbaiki jdi agak susah kalo gada lirik lagian apk lagu mana yg gada liriknya pasti setiap apk lagu ada lirik lagunya jdi mohon di perbaiki,"['knp', 'yah', 'setiap', 'saya', 'ingin', 'mendengar', 'lagu', 'barat', 'kebanyakan', 'tidak', 'ada', 'liriknya', 'padahal', 'sudah', 'saya', 'update', 'tetap', 'sama', 'aja', 'gada', 'liriknya', 'itu', 'knp', 'yah', 'mohon', 'di', 'perbaiki', 'jdi', 'agak', 'susah', 'kalo', 'gada', 'lirik', 'lagian', 'apk', 'lagu', 'mana', 'yg', 'gada', 'liriknya', 'pasti', 'setiap', 'apk', 'lagu', 'ada', 'lirik', 'lagunya', 'jdi', 'mohon', 'di', 'perbaiki']","['mendengar', 'lagu', 'barat', 'kebanyakan', 'liriknya', 'update', 'aja', 'gada', 'liriknya', 'mohon', 'perbaiki', 'jdi', 'susah', 'kalo', 'gada', 'lirik', 'apk', 'lagu', 'gada', 'liriknya', 'apk', 'lagu', 'lirik', 'lagunya', 'jdi', 'mohon', 'perbaiki']","['dengar', 'lagu', 'barat', 'banyak', 'lirik', 'update', 'aja', 'gada', 'lirik', 'mohon', 'baik', 'jdi', 'susah', 'kalo', 'gada', 'lirik', 'apk', 'lagu', 'gada', 'lirik', 'apk', 'lagu', 'lirik', 'lagu', 'jdi', 'mohon', 'baik']",Negative
harisma laluna,3,9/27/2023 17:14,"Spotify sekarang banyak bug nya, lirik nya tidak dapat di muat padahal jaringannya sangat sangatttttt baik² saja dan lagi terkadang lagu nya keputar tapi suara nya malah ngilang. Tolong developer nya di buat lebih bagus lagi ya. 🙏🏿👍🏿",spotify sekarang banyak bug nya lirik nya tidak dapat di muat padahal jaringannya sangat sangatttttt baik  saja dan lagi terkadang lagu nya keputar tapi suara nya malah ngilang tolong developer nya di buat lebih bagus lagi ya     ,"['spotify', 'sekarang', 'banyak', 'bug', 'nya', 'lirik', 'nya', 'tidak', 'dapat', 'di', 'muat', 'padahal', 'jaringannya', 'sangat', 'sangatttttt', 'baik', 'saja', 'dan', 'lagi', 'terkadang', 'lagu', 'nya', 'keputar', 'tapi', 'suara', 'nya', 'malah', 'ngilang', 'tolong', 'developer', 'nya', 'di', 'buat', 'lebih', 'bagus', 'lagi', 'ya']","['spotify', 'bug', 'lirik', 'muat', 'jaringannya', 'sangatttttt', 'terkadang', 'lagu', 'keputar', 'suara', 'ngilang', 'tolong', 'developer', 'bagus']","['spotify', 'bug', 'lirik', 'muat', 'jaring', 'sangatttttt', 'terkadang', 'lagu', 'putar', 'suara', 'ngilang', 'tolong', 'developer', 'bagus']",Negative
Ni Made Kesi Paramita Partha,3,9/27/2023 16:57,"Aku suka dengerin spotify karna bisa dengerin lagu dengan kondisi layar mati. Tapi iklannya ga ngotak, tau sih aku ga pake premium tapi masa 1 pemutaran lagu 2 iklan, anggap aja 1 iklan 30 dtk × 2 = 60 dtk(1 mnt). Trus satu lagu itu 2 sampai 6 mnt, anggap aja aku dengerin 10 lagu tiap hari, 1 lagu = 6 mnt jadi, 6 mnt × 10 lagu = 60 mnt sedangkan 1 × 10 = 10 mnt + klo skip lagu 6 kali, jadinya 6 × 1 = 6 + 10 mnt = 16 mnt. ( maaf perhitungan, kesel soalnya)🙏🙏",aku suka dengerin spotify karna bisa dengerin lagu dengan kondisi layar mati tapi iklannya ga ngotak tau sih aku ga pake premium tapi masa   pemutaran lagu   iklan anggap aja   iklan    dtk         dtk  mnt trus satu lagu itu   sampai   mnt anggap aja aku dengerin    lagu tiap hari   lagu    mnt jadi   mnt      lagu     mnt sedangkan            mnt  klo skip lagu   kali jadinya              mnt     mnt  maaf perhitungan kesel soalnya  ,"['aku', 'suka', 'dengerin', 'spotify', 'karna', 'bisa', 'dengerin', 'lagu', 'dengan', 'kondisi', 'layar', 'mati', 'tapi', 'iklannya', 'ga', 'ngotak', 'tau', 'sih', 'aku', 'ga', 'pake', 'premium', 'tapi', 'masa', 'pemutaran', 'lagu', 'iklan', 'anggap', 'aja', 'iklan', 'dtk', 'dtk', 'mnt', 'trus', 'satu', 'lagu', 'itu', 'sampai', 'mnt', 'anggap', 'aja', 'aku', 'dengerin', 'lagu', 'tiap', 'hari', 'lagu', 'mnt', 'jadi', 'mnt', 'lagu', 'mnt', 'sedangkan', 'mnt', 'klo', 'skip', 'lagu', 'kali', 'jadinya', 'mnt', 'mnt', 'maaf', 'perhitungan', 'kesel', 'soalnya']","['suka', 'dengerin', 'spotify', 'karna', 'dengerin', 'lagu', 'kondisi', 'layar', 'mati', 'iklannya', 'ga', 'ngotak', 'tau', 'ga', 'pake', 'premium', 'pemutaran', 'lagu', 'iklan', 'anggap', 'aja', 'iklan', 'dtk', 'dtk', 'mnt', 'trus', 'lagu', 'mnt', 'anggap', 'aja', 'dengerin', 'lagu', 'lagu', 'mnt', 'mnt', 'lagu', 'mnt', 'mnt', 'klo', 'skip', 'lagu', 'kali', 'mnt', 'mnt', 'maaf', 'perhitungan', 'kesel']","['suka', 'dengerin', 'spotify', 'karna', 'dengerin', 'lagu', 'kondisi', 'layar', 'mati', 'iklan', 'ga', 'ngotak', 'tau', 'ga', 'pake', 'premium', 'putar', 'lagu', 'iklan', 'anggap', 'aja', 'iklan', 'dtk', 'dtk', 'mnt', 'trus', 'lagu', 'mnt', 'anggap', 'aja', 'dengerin', 'lagu', 'lagu', 'mnt', 'mnt', 'lagu', 'mnt', 'mnt', 'klo', 'skip', 'lagu', 'kali', 'mnt', 'mnt', 'maaf', 'hitung', 'kesel']",Negative
z.channel,1,9/27/2023 16:09,"Mau Langganan aja Prosesnya ribet, saat pilih metode pembayaran pasti saja ada tulisan ""Tidak dapat Terhubung"" gitu - gitu aja terus. Sinyal tidak ada masalah sama sekali, login ke Aplikasi lain tidak ada kendala. Padahal mau Berlangganan tapi di bikin ribet Hadeh",mau langganan aja prosesnya ribet saat pilih metode pembayaran pasti saja ada tulisan tidak dapat terhubung gitu  gitu aja terus sinyal tidak ada masalah sama sekali login ke aplikasi lain tidak ada kendala padahal mau berlangganan tapi di bikin ribet hadeh,"['mau', 'langganan', 'aja', 'prosesnya', 'ribet', 'saat', 'pilih', 'metode', 'pembayaran', 'pasti', 'saja', 'ada', 'tulisan', 'tidak', 'dapat', 'terhubung', 'gitu', 'gitu', 'aja', 'terus', 'sinyal', 'tidak', 'ada', 'masalah', 'sama', 'sekali', 'login', 'ke', 'aplikasi', 'lain', 'tidak', 'ada', 'kendala', 'padahal', 'mau', 'berlangganan', 'tapi', 'di', 'bikin', 'ribet', 'hadeh']","['langganan', 'aja', 'prosesnya', 'ribet', 'pilih', 'metode', 'pembayaran', 'tulisan', 'terhubung', 'gitu', 'gitu', 'aja', 'sinyal', 'login', 'aplikasi', 'kendala', 'berlangganan', 'bikin', 'ribet', 'hadeh']","['langgan', 'aja', 'proses', 'ribet', 'pilih', 'metode', 'bayar', 'tulis', 'hubung', 'gitu', 'gitu', 'aja', 'sinyal', 'login', 'aplikasi', 'kendala', 'langgan', 'bikin', 'ribet', 'hadeh']",Negative
Kelvin Giawa,1,9/27/2023 14:55,"Sebelum update, lirik untuk dengarkan lagu gak ada masalah tapi setelah update lirik lagu yang di putar ""tidak dapat memuat"" ,ini bug dari aplikasi atau saya harus premium, kalau harus premium saya kecewa dengan Spotify karena menurut saya ini app yang terbaik untuk dengarkan lagu, atau memang ada bug tolong di perbaiki untuk app nya karena kadang saya mendengarkan lagu lupa liriknya.",sebelum update lirik untuk dengarkan lagu gak ada masalah tapi setelah update lirik lagu yang di putar tidak dapat memuat ini bug dari aplikasi atau saya harus premium kalau harus premium saya kecewa dengan spotify karena menurut saya ini app yang terbaik untuk dengarkan lagu atau memang ada bug tolong di perbaiki untuk app nya karena kadang saya mendengarkan lagu lupa liriknya,"['sebelum', 'update', 'lirik', 'untuk', 'dengarkan', 'lagu', 'gak', 'ada', 'masalah', 'tapi', 'setelah', 'update', 'lirik', 'lagu', 'yang', 'di', 'putar', 'tidak', 'dapat', 'memuat', 'ini', 'bug', 'dari', 'aplikasi', 'atau', 'saya', 'harus', 'premium', 'kalau', 'harus', 'premium', 'saya', 'kecewa', 'dengan', 'spotify', 'karena', 'menurut', 'saya', 'ini', 'app', 'yang', 'terbaik', 'untuk', 'dengarkan', 'lagu', 'atau', 'memang', 'ada', 'bug', 'tolong', 'di', 'perbaiki', 'untuk', 'app', 'nya', 'karena', 'kadang', 'saya', 'mendengarkan', 'lagu', 'lupa', 'liriknya']","['update', 'lirik', 'dengarkan', 'lagu', 'gak', 'update', 'lirik', 'lagu', 'putar', 'memuat', 'bug', 'aplikasi', 'premium', 'premium', 'kecewa', 'spotify', 'app', 'terbaik', 'dengarkan', 'lagu', 'bug', 'tolong', 'perbaiki', 'app', 'kadang', 'mendengarkan', 'lagu', 'lupa', 'liriknya']","['update', 'lirik', 'dengar', 'lagu', 'gak', 'update', 'lirik', 'lagu', 'putar', 'muat', 'bug', 'aplikasi', 'premium', 'premium', 'kecewa', 'spotify', 'app', 'baik', 'dengar', 'lagu', 'bug', 'tolong', 'baik', 'app', 'kadang', 'dengar', 'lagu', 'lupa', 'lirik']",Negative
Muhammad Ikhwal AL MALIK,3,9/26/2023 21:26,"Apkny sudah bagus banget untung mendengar musik, fitur-fitur yg ad di apk ny juga bagus. Tapi ntah kenapa setelah update sebagian lirik dari musik yg ad tidak dpt dilihat, di tambah adany pembatasan skip/lompatan setelah update padahal sebelumnya tidak ada",apkny sudah bagus banget untung mendengar musik fiturfitur yg ad di apk ny juga bagus tapi ntah kenapa setelah update sebagian lirik dari musik yg ad tidak dpt dilihat di tambah adany pembatasan skiplompatan setelah update padahal sebelumnya tidak ada,"['apkny', 'sudah', 'bagus', 'banget', 'untung', 'mendengar', 'musik', 'fiturfitur', 'yg', 'ad', 'di', 'apk', 'ny', 'juga', 'bagus', 'tapi', 'ntah', 'kenapa', 'setelah', 'update', 'sebagian', 'lirik', 'dari', 'musik', 'yg', 'ad', 'tidak', 'dpt', 'dilihat', 'di', 'tambah', 'adany', 'pembatasan', 'skiplompatan', 'setelah', 'update', 'padahal', 'sebelumnya', 'tidak', 'ada']","['apkny', 'bagus', 'banget', 'untung', 'mendengar', 'musik', 'fiturfitur', 'ad', 'apk', 'ny', 'bagus', 'ntah', 'update', 'lirik', 'musik', 'ad', 'dpt', 'adany', 'pembatasan', 'skiplompatan', 'update']","['apkny', 'bagus', 'banget', 'untung', 'dengar', 'musik', 'fiturfitur', 'ad', 'apk', 'ny', 'bagus', 'ntah', 'update', 'lirik', 'musik', 'ad', 'dpt', 'adany', 'batas', 'skiplompatan', 'update']",Negative
Keysha Yuriska Saputri,3,9/26/2023 18:32,"Lagunya bagus"" cuma iklannya sekarang terlalu banyak,terus pas play lagunya ga bisa di majuin / dimundurin ke menit yang kita mau,ga heran sih kan gratisan wkwkwk,so buat yang Prem selamat ya kalian terhindar dari iklan dan pemutaran acak wkwkwk. Terus sama lirik juga sering bug ""lirik tidak dapat dimuat"" padahal jaringan ok ok aja,kayaknya dari aplikasi nya deh,buat admin"" spotipi tolong diperbaiki lagi ya, terimakasih telah membaca bacotan saya yang ga begitu menarik ini wkwkwk sekiannnnnnnnnn",lagunya bagus cuma iklannya sekarang terlalu banyakterus pas play lagunya ga bisa di majuin  dimundurin ke menit yang kita mauga heran sih kan gratisan wkwkwkso buat yang prem selamat ya kalian terhindar dari iklan dan pemutaran acak wkwkwk terus sama lirik juga sering bug lirik tidak dapat dimuat padahal jaringan ok ok ajakayaknya dari aplikasi nya dehbuat admin spotipi tolong diperbaiki lagi ya terimakasih telah membaca bacotan saya yang ga begitu menarik ini wkwkwk sekiannnnnnnnnn,"['lagunya', 'bagus', 'cuma', 'iklannya', 'sekarang', 'terlalu', 'banyakterus', 'pas', 'play', 'lagunya', 'ga', 'bisa', 'di', 'majuin', 'dimundurin', 'ke', 'menit', 'yang', 'kita', 'mauga', 'heran', 'sih', 'kan', 'gratisan', 'wkwkwkso', 'buat', 'yang', 'prem', 'selamat', 'ya', 'kalian', 'terhindar', 'dari', 'iklan', 'dan', 'pemutaran', 'acak', 'wkwkwk', 'terus', 'sama', 'lirik', 'juga', 'sering', 'bug', 'lirik', 'tidak', 'dapat', 'dimuat', 'padahal', 'jaringan', 'ok', 'ok', 'ajakayaknya', 'dari', 'aplikasi', 'nya', 'dehbuat', 'admin', 'spotipi', 'tolong', 'diperbaiki', 'lagi', 'ya', 'terimakasih', 'telah', 'membaca', 'bacotan', 'saya', 'yang', 'ga', 'begitu', 'menarik', 'ini', 'wkwkwk', 'sekiannnnnnnnnn']","['lagunya', 'bagus', 'iklannya', 'banyakterus', 'pas', 'play', 'lagunya', 'ga', 'majuin', 'dimundurin', 'menit', 'mauga', 'heran', 'gratisan', 'wkwkwkso', 'prem', 'selamat', 'terhindar', 'iklan', 'pemutaran', 'acak', 'wkwkwk', 'lirik', 'bug', 'lirik', 'dimuat', 'jaringan', 'ok', 'ok', 'ajakayaknya', 'aplikasi', 'dehbuat', 'admin', 'spotipi', 'tolong', 'diperbaiki', 'terimakasih', 'membaca', 'bacotan', 'ga', 'menarik', 'wkwkwk', 'sekiannnnnnnnnn']","['lagu', 'bagus', 'iklan', 'banyakterus', 'pas', 'play', 'lagu', 'ga', 'majuin', 'dimundurin', 'menit', 'mauga', 'heran', 'gratis', 'wkwkwkso', 'prem', 'selamat', 'hindar', 'iklan', 'putar', 'acak', 'wkwkwk', 'lirik', 'bug', 'lirik', 'muat', 'jaring', 'ok', 'ok', 'ajakayaknya', 'aplikasi', 'dehbuat', 'admin', 'spotipi', 'tolong', 'baik', 'terimakasih', 'baca', 'bacot', 'ga', 'tarik', 'wkwkwk', 'sekiannnnnnnnnn']",Negative
